%310
@RELATION PLPKO0000016
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG30 NUMERIC 
@ATTRIBUTE WIG20 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG30TR NUMERIC 
@ATTRIBUTE WIG20TR NUMERIC 
@ATTRIBUTE WIG-BANKI NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
268,2559.90,2407.12,50301.69,3857.84,3649.80,7591.30,51221.45,317102236.55,300136.55,115786.42,36.13,36.55
269,2590.77,2435.83,50936.34,3904.36,3693.34,7795.20,51846.54,381972137.43,405837.43,142135.75,36.55,37.43
270,2578.88,2422.46,50819.81,3886.45,3673.05,7783.75,51704.53,394905137.29,279137.29,147619.49,37.43,37.29
271,?,?,?,?,?,?,?,?,?,?,37.29,?
272,?,?,?,?,?,?,?,?,?,?,?,?
273,2547.69,2391.53,50301.85,3839.44,3626.17,7692.60,51191.50,357191637.10,354137.10,132970.47,?,37.10
274,2580.08,2413.17,50782.48,3888.26,3658.98,7773.53,51691.24,261031837.20,288237.20,96775.51,37.10,37.20
275,2578.50,2412.37,50803.40,3885.87,3657.76,7824.34,51709.58,316055637.44,291037.44,118152.06,37.20,37.44
276,2585.32,2420.17,50982.03,3896.16,3669.59,7871.09,51911.61,531501037.70,368937.70,200902.47,37.44,37.70
277,2559.40,2394.59,50601.24,3857.08,3630.81,7792.42,51511.63,237417837.45,192637.45,89141.34,37.70,37.45
278,?,?,?,?,?,?,?,?,?,?,37.45,?
279,?,?,?,?,?,?,?,?,?,?,?,?
280,2544.72,2380.18,50338.71,3834.97,3608.96,7742.09,51239.47,161362737.27,217037.27,59838.04,?,37.27
281,2534.15,2373.23,50137.88,3819.04,3598.41,7719.92,51021.26,250083437.45,213937.45,93287.81,37.27,37.45
282,2546.78,2384.30,50335.02,3838.07,3615.20,7784.61,51215.99,158971637.50,164337.50,59372.67,37.45,37.50
283,2626.03,2468.70,51806.83,3957.50,3743.18,8093.08,52744.48,675625238.50,734838.50,259342.23,37.50,38.50
284,2651.95,2489.64,52230.47,3996.56,3774.93,8206.57,53193.87,584173439.01,509239.01,227451.97,38.50,39.01
285,?,?,?,?,?,?,?,?,?,?,39.01,?
286,?,?,?,?,?,?,?,?,?,?,?,?
287,2662.89,2498.77,52520.91,4013.06,3788.77,8293.73,53498.97,238257638.83,322938.83,92820.45,?,38.83
288,2660.99,2490.34,52590.73,4010.19,3775.99,8278.53,53588.87,333584238.65,355038.65,130477.47,38.83,38.65
289,2679.62,2505.20,52861.41,4038.26,3798.52,8316.68,53918.41,419887538.70,478338.70,163033.15,38.65,38.70
290,2650.84,2474.92,52573.59,3994.89,3752.60,8224.51,53571.90,265783538.10,264738.10,102203.87,38.70,38.10
291,2645.30,2485.13,52587.24,3986.54,3768.08,8171.55,53572.92,378797338.90,348438.90,145753.06,38.10,38.90
292,?,?,?,?,?,?,?,?,?,?,38.90,?
293,?,?,?,?,?,?,?,?,?,?,?,?
294,2716.84,2554.61,53853.55,4094.35,3873.43,8421.58,54903.39,488215539.47,352639.47,191738.39,?,39.47
295,2711.02,2544.45,53781.81,4085.59,3858.04,8324.12,54818.06,326736039.15,312539.15,127914.70,39.47,39.15
296,2690.21,2523.32,53389.74,4054.22,3825.99,8228.03,54433.41,261981239.10,250839.10,102385.65,39.15,39.10
297,2718.20,2551.43,53994.46,4096.41,3868.61,8334.63,55063.75,304212839.71,302939.71,120207.40,39.10,39.71
298,2701.30,2537.62,53887.13,4070.93,3847.68,8342.60,55023.42,359871840.15,301540.15,143668.64,39.71,40.15
299,?,?,?,?,?,?,?,?,?,?,40.15,?
300,?,?,?,?,?,?,?,?,?,?,?,?
301,2714.03,2557.77,54180.04,4090.12,3878.23,8437.32,55362.19,294258941.00,361341.00,120036.58,?,41.00
302,2729.38,2574.60,54536.95,4113.25,3903.74,8489.31,55688.45,404299241.30,537141.30,168250.93,41.00,41.30
303,2706.26,2553.51,54095.32,4078.41,3871.77,8375.95,55240.01,500549840.75,494740.75,206690.96,41.30,40.75
304,2676.12,2528.97,53607.86,4032.99,3834.56,8327.62,54734.18,189464940.85,206340.85,77359.91,40.75,40.85
305,?,?,?,?,?,?,?,?,?,?,40.85,?
306,?,?,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?,?,?
308,2695.89,2548.15,53989.37,4062.79,3863.63,8356.61,55121.60,1181342,1845,48278.50,?,40.93
309,2669.72,2521.41,53504.47,4023.35,3823.09,8263.97,54600.05,3648563,3368,149469.39,40.93,40.70
310,2693.97,2546.67,53924.01,4059.89,3861.40,8345.41,55035.36,4647775,3332,190953.93,40.70,41.13
340,2274.83041930165,2188.8059760505303,45857.110734846676,3384.910015005461,3256.6436393116282,7243.294026440237,47106.0108522239,?,?,?,?,?,? 
370,2265.0072733966595,2186.385367626361,46189.882480874876,3385.417572068476,3242.0371694635364,7317.988224569833,47398.32393415799,?,?,?,?,?,? 
400,2255.1841274916687,2183.964759202192,46522.654226903076,3385.9251291314913,3227.4306996154446,7392.68242269943,47690.63701609208,?,?,?,?,?,? 
490,2225.714689776696,2176.7029339296846,47520.969464987684,3387.4478003205377,3183.611290071169,7616.765017088219,48567.57626189435,?,?,?,?,?,? 
670,2166.775814346752,2162.1792833846703,49517.5999411569,3390.493142698631,3095.9724709826187,8064.9302058657995,50321.45475349891,?,?,?,?,?,? 
