%310
@RELATION PLPGNIG00014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG30 NUMERIC 
@ATTRIBUTE WIG20 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE RESPECT NUMERIC 
@ATTRIBUTE WIG30TR NUMERIC 
@ATTRIBUTE WIG20TR NUMERIC 
@ATTRIBUTE WIG-PALIWA NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
247,2447.70,2308.44,47919.09,2497.16,3665.29,3468.76,3499.00,48781.63,75047385.90,29765.90,44701.36,6.05,5.90
248,2335.64,2201.50,45830.66,2366.93,3497.48,3308.06,3330.71,46598.42,99670735.57,40705.57,57059.43,5.90,5.57
249,2376.81,2238.98,46717.04,2424.82,3559.13,3364.39,3349.10,47514.09,162338695.72,43905.72,92384.16,5.57,5.72
250,?,?,?,?,?,?,?,?,?,?,?,5.72,?
251,?,?,?,?,?,?,?,?,?,?,?,?,?
252,2435.57,2290.86,47808.90,2485.12,3647.13,3442.34,3395.43,48651.54,49762175.76,20965.76,28510.53,?,5.76
253,2498.88,2357.25,48961.51,2564.76,3741.93,3542.10,3555.79,49839.90,82410936.08,33246.08,49042.45,5.76,6.08
254,2521.27,2380.01,49437.02,2593.59,3778.98,3579.75,3620.41,50312.63,54209966.35,23726.35,33355.98,6.08,6.35
255,2539.05,2399.23,49771.55,2597.06,3805.64,3608.66,3583.38,50644.38,44919406.23,20656.23,27880.54,6.35,6.23
256,2514.24,2375.44,49348.61,2569.37,3768.45,3572.88,3528.76,50196.31,26819376.15,8786.15,16514.35,6.23,6.15
257,?,?,?,?,?,?,?,?,?,?,?,6.15,?
258,?,?,?,?,?,?,?,?,?,?,?,?,?
259,2486.32,2354.66,48917.85,2534.63,3726.60,3541.63,3502.71,49741.35,38878946.05,25926.05,23722.96,?,6.05
260,2503.51,2365.36,49434.46,2557.81,3772.16,3586.48,3532.44,50258.11,47099996.11,34306.11,28666.85,6.05,6.11
261,2502.71,2363.78,49413.33,2556.48,3770.95,3584.09,3530.66,50227.43,15901526.11,9976.11,9683.77,6.11,6.11
262,2552.89,2410.92,50300.53,2610.88,3846.56,3655.56,3606.30,51171.25,41603246.22,19876.22,25686.12,6.11,6.22
263,2558.08,2408.16,50308.19,2624.43,3854.39,3651.38,3620.72,51202.75,45625566.20,24916.20,28091.65,6.22,6.20
264,?,?,?,?,?,?,?,?,?,?,?,6.20,?
265,?,?,?,?,?,?,?,?,?,?,?,?,?
266,2539.64,2388.66,49955.87,2620.53,3826.61,3621.82,3616.46,50869.00,19898906.18,9326.18,12321.18,?,6.18
267,2542.62,2393.06,49979.47,2612.43,3831.80,3628.48,3634.83,50887.67,24623966.19,10046.19,15145.81,6.18,6.19
268,2559.90,2407.12,50301.69,2624.16,3857.84,3649.80,3600.20,51221.45,50160446.12,13736.12,30767.25,6.19,6.12
269,2590.77,2435.83,50936.34,2641.40,3904.36,3693.34,3605.25,51846.54,30193576.10,16226.10,18525.99,6.12,6.10
270,2578.88,2422.46,50819.81,2634.42,3886.45,3673.05,3598.66,51704.53,43953126.07,27866.07,26612.41,6.10,6.07
271,?,?,?,?,?,?,?,?,?,?,?,6.07,?
272,?,?,?,?,?,?,?,?,?,?,?,?,?
273,2547.69,2391.53,50301.85,2599.89,3839.44,3626.17,3571.03,51191.50,53825436.13,22706.13,32861.07,?,6.13
274,2580.08,2413.17,50782.48,2628.58,3888.26,3658.98,3622.99,51691.24,35154336.20,22776.20,21530.39,6.13,6.20
275,2578.50,2412.37,50803.40,2622.62,3885.87,3657.76,3566.65,51709.58,46803646.07,19756.07,28543.78,6.20,6.07
276,2585.32,2420.17,50982.03,2627.30,3896.16,3669.59,3574.04,51911.61,25869226.03,11756.03,15625.63,6.07,6.03
277,2559.40,2394.59,50601.24,2591.38,3857.08,3630.81,3477.31,51511.63,68255705.90,25335.90,40263.37,6.03,5.90
278,?,?,?,?,?,?,?,?,?,?,?,5.90,?
279,?,?,?,?,?,?,?,?,?,?,?,?,?
280,2544.72,2380.18,50338.71,2578.81,3834.97,3608.96,3467.91,51239.47,146773805.73,29905.73,84066.76,?,5.73
281,2534.15,2373.23,50137.88,2564.69,3819.04,3598.41,3451.34,51021.26,49100815.72,23445.72,28090.71,5.73,5.72
282,2546.78,2384.30,50335.02,2565.09,3838.07,3615.20,3455.40,51215.99,58431105.71,10775.71,33339.34,5.72,5.71
283,2626.03,2468.70,51806.83,2650.07,3957.50,3743.18,3538.68,52744.48,334814625.98,31655.98,194419.71,5.71,5.98
284,2651.95,2489.64,52230.47,2661.10,3996.56,3774.93,3592.86,53193.87,40112715.98,14895.98,23957.37,5.98,5.98
285,?,?,?,?,?,?,?,?,?,?,?,5.98,?
286,?,?,?,?,?,?,?,?,?,?,?,?,?
287,2662.89,2498.77,52520.91,2675.90,4013.06,3788.77,3562.26,53498.97,46732655.86,16915.86,27538.97,?,5.86
288,2660.99,2490.34,52590.73,2683.73,4010.19,3775.99,3536.38,53588.87,57706285.78,16025.78,33880.59,5.86,5.78
289,2679.62,2505.20,52861.41,2702.27,4038.26,3798.52,3569.97,53918.41,135940835.85,16355.85,78914.72,5.78,5.85
290,2650.84,2474.92,52573.59,2679.30,3994.89,3752.60,3523.81,53571.90,45657465.78,11255.78,26620.46,5.85,5.78
291,2645.30,2485.13,52587.24,2678.15,3986.54,3768.08,3502.38,53572.92,50855295.74,19465.74,29056.03,5.78,5.74
292,?,?,?,?,?,?,?,?,?,?,?,5.74,?
293,?,?,?,?,?,?,?,?,?,?,?,?,?
294,2716.84,2554.61,53853.55,2745.49,4094.35,3873.43,3582.49,54903.39,54335825.83,15835.83,31469.15,?,5.83
295,2711.02,2544.45,53781.81,2758.85,4085.59,3858.04,3581.69,54818.06,45073775.77,14805.77,25987.03,5.83,5.77
296,2690.21,2523.32,53389.74,2750.28,4054.22,3825.99,3557.67,54433.41,58996575.72,13475.72,33667.88,5.77,5.72
297,2718.20,2551.43,53994.46,2782.11,4096.41,3868.61,3569.92,55063.75,32404115.70,13775.70,18399.03,5.72,5.70
298,2701.30,2537.62,53887.13,2761.93,4070.93,3847.68,3504.68,55023.42,38651125.65,13975.65,21780.42,5.70,5.65
299,?,?,?,?,?,?,?,?,?,?,?,5.65,?
300,?,?,?,?,?,?,?,?,?,?,?,?,?
301,2714.03,2557.77,54180.04,2780.66,4090.12,3878.23,3534.47,55362.19,38644275.71,10895.71,21826.48,?,5.71
302,2729.38,2574.60,54536.95,2786.77,4113.25,3903.74,3588.30,55688.45,55421235.80,15215.80,31809.96,5.71,5.80
303,2706.26,2553.51,54095.32,2758.82,4078.41,3871.77,3554.78,55240.01,33945615.77,12865.77,19641.02,5.80,5.77
304,2676.12,2528.97,53607.86,2721.32,4032.99,3834.56,3453.93,54734.18,38303705.67,8375.67,21806.41,5.77,5.67
305,?,?,?,?,?,?,?,?,?,?,?,5.67,?
306,?,?,?,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?,?,?,?
308,2695.89,2548.15,53989.37,2737.86,4062.79,3863.63,3508.35,55121.60,4043336,1723,23249.75,?,5.79
309,2669.72,2521.41,53504.47,2720.82,4023.35,3823.09,3523.75,54600.05,2302276,1265,13229.57,5.79,5.77
310,2693.97,2546.67,53924.01,2744.41,4059.89,3861.40,3526.46,55035.36,4354221,1477,25258.10,5.77,5.79
340,2274.83041930165,2188.8059760505303,45857.110734846676,2323.629763133006,3384.910015005461,3256.6436393116282,3569.941569538811,47106.0108522239,?,?,?,?,?,? 
370,2265.0072733966595,2186.385367626361,46189.882480874876,2315.374201792225,3385.417572068476,3242.0371694635364,3547.3199424427057,47398.32393415799,?,?,?,?,?,? 
400,2255.1841274916687,2183.964759202192,46522.654226903076,2307.1186404514447,3385.9251291314913,3227.4306996154446,3524.6983153466003,47690.63701609208,?,?,?,?,?,? 
490,2225.714689776696,2176.7029339296846,47520.969464987684,2282.205621253367,3387.4478003205377,3183.611290071169,3456.833434058284,48567.57626189435,?,?,?,?,?,? 
670,2166.775814346752,2162.1792833846703,49517.5999411569,2233.173889921581,3390.493142698631,3095.9724709826187,3321.103671481651,50321.45475349891,?,?,?,?,?,? 
