%310
@RELATION PLJSW0000015
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG30 NUMERIC 
@ATTRIBUTE WIG20 NUMERIC 
@ATTRIBUTE WIGdiv NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE RESPECT NUMERIC 
@ATTRIBUTE WIG30TR NUMERIC 
@ATTRIBUTE WIG20TR NUMERIC 
@ATTRIBUTE WIG-SUROWC NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
231,2583.71,2438.83,1068.34,49772.46,2578.29,3829.94,3618.88,4299.28,50713.14,15496270.50,132270.50,10855.72,?,70.50
232,2548.00,2405.32,1058.51,49162.16,2541.92,3777.01,3569.15,4302.28,50077.30,16908371.00,105271.00,11853.39,70.50,71.00
233,2526.73,2383.15,1059.12,49128.05,2539.12,3769.54,3568.90,4313.00,50032.45,10902172.00,78972.00,7861.67,71.00,72.00
234,2566.11,2420.68,1076.61,49846.48,2592.17,3828.29,3625.10,4462.85,50780.47,20808373.00,120773.00,15019.05,72.00,73.00
235,2565.81,2417.23,1075.72,49895.10,2582.43,3827.84,3619.92,4466.95,50836.47,4875071.90,48271.90,3514.69,73.00,71.90
236,?,?,?,?,?,?,?,?,?,?,?,?,71.90,?
237,?,?,?,?,?,?,?,?,?,?,?,?,?,?
238,2561.87,2417.91,1073.76,49818.48,2584.54,3821.96,3620.95,4457.99,50756.86,7902470.05,73570.05,5628.25,?,70.05
239,2506.92,2367.63,1056.82,48833.58,2530.18,3739.99,3545.65,4316.93,49731.02,19040068.50,232368.50,13001.17,70.05,68.50
240,2491.80,2361.85,1057.65,48537.65,2529.20,3717.43,3537.00,4322.64,49421.50,16475969.80,132669.80,11200.39,68.50,69.80
241,2496.28,2367.84,1059.09,48676.45,2535.66,3724.11,3545.97,4303.45,49569.11,9399768.27,102368.27,6476.81,69.80,68.27
242,2515.12,2384.22,1066.99,48871.98,2550.55,3752.23,3570.50,4290.81,49771.98,13618667.93,97667.93,9216.34,68.27,67.93
243,?,?,?,?,?,?,?,?,?,?,?,?,67.93,?
244,?,?,?,?,?,?,?,?,?,?,?,?,?,?
245,2529.85,2394.90,1072.50,49187.22,2559.42,3774.19,3586.48,4451.93,50099.55,12646868.59,102568.59,8689.29,?,68.59
246,2505.09,2367.49,1068.28,48968.87,2551.42,3751.23,3557.48,4377.58,49861.54,13495368.50,109568.50,9319.78,68.59,68.50
247,2447.70,2308.44,1050.12,47919.09,2497.16,3665.29,3468.76,4261.35,48781.63,14459167.47,145967.47,9829.50,68.50,67.47
248,2335.64,2201.50,1001.99,45830.66,2366.93,3497.48,3308.06,4059.19,46598.42,25631765.00,195065.00,16964.84,67.47,65.00
249,2376.81,2238.98,1022.64,46717.04,2424.82,3559.13,3364.39,4182.81,47514.09,13140266.20,123666.20,8651.92,65.00,66.20
250,?,?,?,?,?,?,?,?,?,?,?,?,66.20,?
251,?,?,?,?,?,?,?,?,?,?,?,?,?,?
252,2435.57,2290.86,1046.43,47808.90,2485.12,3647.13,3442.34,4369.93,48651.54,26101672.00,179372.00,18206.86,?,72.00
253,2498.88,2357.25,1073.73,48961.51,2564.76,3741.93,3542.10,4419.81,49839.90,65526778.50,341078.50,50413.22,72.00,78.50
254,2521.27,2380.01,1082.59,49437.02,2593.59,3778.98,3579.75,4467.69,50312.63,20584678.71,170878.71,15970.09,78.50,78.71
255,2539.05,2399.23,1091.91,49771.55,2597.06,3805.64,3608.66,4501.11,50644.38,26933779.00,113779.00,21122.36,78.71,79.00
256,2514.24,2375.44,1085.54,49348.61,2569.37,3768.45,3572.88,4405.30,50196.31,11398976.85,79176.85,8821.99,79.00,76.85
257,?,?,?,?,?,?,?,?,?,?,?,?,76.85,?
258,?,?,?,?,?,?,?,?,?,?,?,?,?,?
259,2486.32,2354.66,1075.00,48917.85,2534.63,3726.60,3541.63,4337.57,49741.35,11748274.00,117774.00,8794.94,?,74.00
260,2503.51,2365.36,1083.52,49434.46,2557.81,3772.16,3586.48,4382.03,50258.11,13057375.60,99875.60,9831.06,74.00,75.60
261,2502.71,2363.78,1082.59,49413.33,2556.48,3770.95,3584.09,4378.55,50227.43,7852175.00,53775.00,5881.24,75.60,75.00
262,2552.89,2410.92,1101.90,50300.53,2610.88,3846.56,3655.56,4495.59,51171.25,25606178.40,167278.40,20104.05,75.00,78.40
263,2558.08,2408.16,1102.87,50308.19,2624.43,3854.39,3651.38,4503.40,51202.75,77433981.00,297781.00,61912.01,78.40,81.00
264,?,?,?,?,?,?,?,?,?,?,?,?,81.00,?
265,?,?,?,?,?,?,?,?,?,?,?,?,?,?
266,2539.64,2388.66,1092.34,49955.87,2620.53,3826.61,3621.82,4429.94,50869.00,12750479.90,94079.90,10213.76,?,79.90
267,2542.62,2393.06,1090.75,49979.47,2612.43,3831.80,3628.48,4396.21,50887.67,9004978.00,95178.00,7027.90,79.90,78.00
268,2559.90,2407.12,1100.93,50301.69,2624.16,3857.84,3649.80,4411.46,51221.45,14201278.30,78778.30,11033.24,78.00,78.30
269,2590.77,2435.83,1114.22,50936.34,2641.40,3904.36,3693.34,4463.83,51846.54,7576477.95,65477.95,5908.59,78.30,77.95
270,2578.88,2422.46,1114.37,50819.81,2634.42,3886.45,3673.05,4388.92,51704.53,14407575.90,104675.90,11025.25,77.95,75.90
271,?,?,?,?,?,?,?,?,?,?,?,?,75.90,?
272,?,?,?,?,?,?,?,?,?,?,?,?,?,?
273,2547.69,2391.53,1101.87,50301.85,2599.89,3839.44,3626.17,4345.14,51191.50,12562473.25,106573.25,9294.60,?,73.25
274,2580.08,2413.17,1107.49,50782.48,2628.58,3888.26,3658.98,4308.44,51691.24,12883475.41,98675.41,9648.24,73.25,75.41
275,2578.50,2412.37,1106.60,50803.40,2622.62,3885.87,3657.76,4270.63,51709.58,5081474.85,52974.85,3781.94,75.41,74.85
276,2585.32,2420.17,1106.08,50982.03,2627.30,3896.16,3669.59,4280.82,51911.61,4892574.00,55374.00,3629.06,74.85,74.00
277,2559.40,2394.59,1100.03,50601.24,2591.38,3857.08,3630.81,4286.03,51511.63,8500172.50,79372.50,6193.30,74.00,72.50
278,?,?,?,?,?,?,?,?,?,?,?,?,72.50,?
279,?,?,?,?,?,?,?,?,?,?,?,?,?,?
280,2544.72,2380.18,1099.18,50338.71,2578.81,3834.97,3608.96,4244.15,51239.47,4497974.00,59774.00,3285.25,?,74.00
281,2534.15,2373.23,1094.43,50137.88,2564.69,3819.04,3598.41,4249.38,51021.26,4775173.15,65073.15,3494.17,74.00,73.15
282,2546.78,2384.30,1099.62,50335.02,2565.09,3838.07,3615.20,4258.31,51215.99,7133572.20,84472.20,5153.84,73.15,72.20
283,2626.03,2468.70,1133.79,51806.83,2650.07,3957.50,3743.18,4412.17,52744.48,13498074.80,93074.80,9977.71,72.20,74.80
284,2651.95,2489.64,1145.75,52230.47,2661.10,3996.56,3774.93,4363.96,53193.87,13957974.34,131774.34,10513.60,74.80,74.34
285,?,?,?,?,?,?,?,?,?,?,?,?,74.34,?
286,?,?,?,?,?,?,?,?,?,?,?,?,?,?
287,2662.89,2498.77,1149.36,52520.91,2675.90,4013.06,3788.77,4327.55,53498.97,10733172.51,103772.51,7830.14,?,72.51
288,2660.99,2490.34,1155.55,52590.73,2683.73,4010.19,3775.99,4350.59,53588.87,20429471.80,154071.80,14855.62,72.51,71.80
289,2679.62,2505.20,1157.21,52861.41,2702.27,4038.26,3798.52,4343.41,53918.41,44465669.65,159069.65,31130.98,71.80,69.65
290,2650.84,2474.92,1145.47,52573.59,2679.30,3994.89,3752.60,4284.10,53571.90,16724568.00,141368.00,11475.28,69.65,68.00
291,2645.30,2485.13,1149.25,52587.24,2678.15,3986.54,3768.08,4263.18,53572.92,14256868.55,98968.55,9746.01,68.00,68.55
292,?,?,?,?,?,?,?,?,?,?,?,?,68.55,?
293,?,?,?,?,?,?,?,?,?,?,?,?,?,?
294,2716.84,2554.61,1183.23,53853.55,2745.49,4094.35,3873.43,4345.53,54903.39,20578469.55,118469.55,14333.32,?,69.55
295,2711.02,2544.45,1179.93,53781.81,2758.85,4085.59,3858.04,4331.86,54818.06,15098868.15,128668.15,10372.14,69.55,68.15
296,2690.21,2523.32,1168.29,53389.74,2750.28,4054.22,3825.99,4266.84,54433.41,9996367.22,92267.22,6766.17,68.15,67.22
297,2718.20,2551.43,1183.43,53994.46,2782.11,4096.41,3868.61,4328.17,55063.75,8717567.60,67967.60,5911.80,67.22,67.60
298,2701.30,2537.62,1179.30,53887.13,2761.93,4070.93,3847.68,4290.07,55023.42,19183866.50,111766.50,12790.15,67.60,66.50
299,?,?,?,?,?,?,?,?,?,?,?,?,66.50,?
300,?,?,?,?,?,?,?,?,?,?,?,?,?,?
301,2714.03,2557.77,1192.58,54180.04,2780.66,4090.12,3878.23,4342.14,55362.19,14357668.40,95668.40,9765.15,?,68.40
302,2729.38,2574.60,1198.39,54536.95,2786.77,4113.25,3903.74,4366.47,55688.45,20452768.40,103868.40,14024.54,68.40,68.40
303,2706.26,2553.51,1190.55,54095.32,2758.82,4078.41,3871.77,4360.52,55240.01,13993467.79,123567.79,9446.45,68.40,67.79
304,2676.12,2528.97,1179.94,53607.86,2721.32,4032.99,3834.56,4340.10,54734.18,19154966.65,159066.65,12721.39,67.79,66.65
305,?,?,?,?,?,?,?,?,?,?,?,?,66.65,?
306,?,?,?,?,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?,?,?,?,?
308,2695.89,2548.15,1187.46,53989.37,2737.86,4062.79,3863.63,4353.09,55121.60,104613,859,6977.16,?,66.77
309,2669.72,2521.41,1170.73,53504.47,2720.82,4023.35,3823.09,4310.52,54600.05,170278,1098,11247.03,66.77,65.20
310,2693.97,2546.67,1181.53,53924.01,2744.41,4059.89,3861.40,4357.74,55035.36,116659,583,7691.18,65.20,65.90
340,2274.83041930165,2188.8059760505303,940.5391915423164,45857.110734846676,2323.629763133006,3384.910015005461,3256.6436393116282,3216.731065372428,47106.0108522239,?,?,?,?,?,? 
370,2265.0072733966595,2186.385367626361,941.0590531479316,46189.882480874876,2315.374201792225,3385.417572068476,3242.0371694635364,3088.3743953724243,47398.32393415799,?,?,?,?,?,? 
400,2255.1841274916687,2183.964759202192,941.578914753547,46522.654226903076,2307.1186404514447,3385.9251291314913,3227.4306996154446,2960.0177253724223,47690.63701609208,?,?,?,?,?,? 
490,2225.714689776696,2176.7029339296846,943.1384995703929,47520.969464987684,2282.205621253367,3387.4478003205377,3183.611290071169,2574.9477153724133,48567.57626189435,?,?,?,?,?,? 
670,2166.775814346752,2162.1792833846703,946.2576692040852,49517.5999411569,2233.173889921581,3390.493142698631,3095.9724709826187,1804.807695372398,50321.45475349891,?,?,?,?,?,? 
