%310
@RELATION PLBRSZW00011
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG30 NUMERIC 
@ATTRIBUTE mWIG40 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG30TR NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
292,?,?,?,?,?,?,?,?,?,0.54,?
293,?,?,?,?,?,?,?,?,?,?,?
294,2716.84,3528.36,53853.55,4094.35,54903.39,3606.06,129016440.55,3050.55,6984.92,?,0.55
295,2711.02,3534.57,53781.81,4085.59,54818.06,3615.60,311466790.55,5660.55,17121.96,0.55,0.55
296,2690.21,3522.13,53389.74,4054.22,54433.41,3596.10,174492920.55,2610.55,9594.56,0.55,0.55
297,2718.20,3563.56,53994.46,4096.41,55063.75,3637.76,521947280.53,11090.53,27959.98,0.55,0.53
298,2701.30,3567.78,53887.13,4070.93,55023.42,3651.19,161299220.52,6300.52,8413.15,0.53,0.52
299,?,?,?,?,?,?,?,?,?,0.52,?
300,?,?,?,?,?,?,?,?,?,?,?
301,2714.03,3559.25,54180.04,4090.12,55362.19,3660.45,75717240.52,3060.52,3927.02,?,0.52
302,2729.38,3572.51,54536.95,4113.25,55688.45,3688.57,224965090.52,3740.52,11703.96,0.52,0.52
303,2706.26,3531.31,54095.32,4078.41,55240.01,3660.80,108114430.53,2990.53,5644.05,0.52,0.53
304,2676.12,3488.69,53607.86,4032.99,54734.18,3628.73,72103340.52,2070.52,3758.60,0.53,0.52
305,?,?,?,?,?,?,?,?,?,0.52,?
306,?,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?,?
308,2695.89,3514.71,53989.37,4062.79,55121.60,3668.56,32787634,635,17039.45,?,0.52
309,2669.72,3493.80,53504.47,4023.35,54600.05,3645.18,14019650,649,7208.05,0.52,0.51
310,2693.97,3512.17,53924.01,4059.89,55035.36,3650.27,13673957,293,6977.75,0.51,0.51
340,2274.83041930165,3118.097704907077,45857.110734846676,3384.910015005461,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,2265.0072733966595,3156.981569607352,46189.882480874876,3385.417572068476,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,2255.1841274916687,3195.865434307627,46522.654226903076,3385.9251291314913,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,2225.714689776696,3312.517028408451,47520.969464987684,3387.4478003205377,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,2166.775814346752,3545.820216610101,49517.5999411569,3390.493142698631,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
