%310
@RELATION PLBZ00000044
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG30 NUMERIC 
@ATTRIBUTE WIG20 NUMERIC 
@ATTRIBUTE WIGdiv NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG30TR NUMERIC 
@ATTRIBUTE WIG20TR NUMERIC 
@ATTRIBUTE WIG-BANKI NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
249,2376.81,2238.98,1022.64,46717.04,3559.13,3364.39,6984.90,47514.09,136610304.00,1656304.00,39909.94,285.00,304.00
250,?,?,?,?,?,?,?,?,?,?,?,304.00,?
251,?,?,?,?,?,?,?,?,?,?,?,?,?
252,2435.57,2290.86,1046.43,47808.90,3647.13,3442.34,7167.82,48651.54,65967314.90,685314.90,20459.30,?,314.90
253,2498.88,2357.25,1073.73,48961.51,3741.93,3542.10,7319.57,49839.90,80145322.00,1039322.00,25722.29,314.90,322.00
254,2521.27,2380.01,1082.59,49437.02,3778.98,3579.75,7383.43,50312.63,78190328.00,827328.00,25081.02,322.00,328.00
255,2539.05,2399.23,1091.91,49771.55,3805.64,3608.66,7491.58,50644.38,110304329.00,739329.00,36281.02,328.00,329.00
256,2514.24,2375.44,1085.54,49348.61,3768.45,3572.88,7396.99,50196.31,33009320.55,493320.55,10607.48,329.00,320.55
257,?,?,?,?,?,?,?,?,?,?,?,320.55,?
258,?,?,?,?,?,?,?,?,?,?,?,?,?
259,2486.32,2354.66,1075.00,48917.85,3726.60,3541.63,7350.50,49741.35,57244310.30,752310.30,18003.89,?,310.30
260,2503.51,2365.36,1083.52,49434.46,3772.16,3586.48,7442.52,50258.11,56412323.35,598323.35,17989.89,310.30,323.35
261,2502.71,2363.78,1082.59,49413.33,3770.95,3584.09,7447.45,50227.43,43712319.00,544319.00,13953.85,323.35,319.00
262,2552.89,2410.92,1101.90,50300.53,3846.56,3655.56,7592.68,51171.25,36841327.90,438327.90,11958.99,319.00,327.90
263,2558.08,2408.16,1102.87,50308.19,3854.39,3651.38,7503.20,51202.75,121762331.00,1867331.00,40129.26,327.90,331.00
264,?,?,?,?,?,?,?,?,?,?,?,331.00,?
265,?,?,?,?,?,?,?,?,?,?,?,?,?
266,2539.64,2388.66,1092.34,49955.87,3826.61,3621.82,7473.22,50869.00,53391331.00,811331.00,17618.70,?,331.00
267,2542.62,2393.06,1090.75,49979.47,3831.80,3628.48,7459.10,50887.67,49878329.00,828329.00,16462.97,331.00,329.00
268,2559.90,2407.12,1100.93,50301.69,3857.84,3649.80,7591.30,51221.45,64660331.50,981331.50,21287.24,329.00,331.50
269,2590.77,2435.83,1114.22,50936.34,3904.36,3693.34,7795.20,51846.54,120192346.80,1145346.80,41350.86,331.50,346.80
270,2578.88,2422.46,1114.37,50819.81,3886.45,3673.05,7783.75,51704.53,86632350.00,435350.00,30258.42,346.80,350.00
271,?,?,?,?,?,?,?,?,?,?,?,350.00,?
272,?,?,?,?,?,?,?,?,?,?,?,?,?
273,2547.69,2391.53,1101.87,50301.85,3839.44,3626.17,7692.60,51191.50,65031348.00,384348.00,22625.48,?,348.00
274,2580.08,2413.17,1107.49,50782.48,3888.26,3658.98,7773.53,51691.24,56836355.00,485355.00,19866.12,348.00,355.00
275,2578.50,2412.37,1106.60,50803.40,3885.87,3657.76,7824.34,51709.58,46699355.95,535355.95,16515.91,355.00,355.95
276,2585.32,2420.17,1106.08,50982.03,3896.16,3669.59,7871.09,51911.61,19981349.50,360349.50,6965.63,355.95,349.50
277,2559.40,2394.59,1100.03,50601.24,3857.08,3630.81,7792.42,51511.63,47159345.00,552345.00,16332.92,349.50,345.00
278,?,?,?,?,?,?,?,?,?,?,?,345.00,?
279,?,?,?,?,?,?,?,?,?,?,?,?,?
280,2544.72,2380.18,1099.18,50338.71,3834.97,3608.96,7742.09,51239.47,31646344.00,509344.00,10859.53,?,344.00
281,2534.15,2373.23,1094.43,50137.88,3819.04,3598.41,7719.92,51021.26,39166337.00,642337.00,13219.99,344.00,337.00
282,2546.78,2384.30,1099.62,50335.02,3838.07,3615.20,7784.61,51215.99,41619346.00,598346.00,14270.81,337.00,346.00
283,2626.03,2468.70,1133.79,51806.83,3957.50,3743.18,8093.08,52744.48,56380365.00,918365.00,20118.41,346.00,365.00
284,2651.95,2489.64,1145.75,52230.47,3996.56,3774.93,8206.57,53193.87,106265374.60,1377374.60,39806.38,365.00,374.60
285,?,?,?,?,?,?,?,?,?,?,?,374.60,?
286,?,?,?,?,?,?,?,?,?,?,?,?,?
287,2662.89,2498.77,1149.36,52520.91,4013.06,3788.77,8293.73,53498.97,44133374.00,621374.00,16512.06,?,374.00
288,2660.99,2490.34,1155.55,52590.73,4010.19,3775.99,8278.53,53588.87,196347383.00,1280383.00,75047.66,374.00,383.00
289,2679.62,2505.20,1157.21,52861.41,4038.26,3798.52,8316.68,53918.41,73957383.00,886383.00,28205.75,383.00,383.00
290,2650.84,2474.92,1145.47,52573.59,3994.89,3752.60,8224.51,53571.90,32849368.50,877368.50,12254.52,383.00,368.50
291,2645.30,2485.13,1149.25,52587.24,3986.54,3768.08,8171.55,53572.92,75945358.00,1038358.00,27458.43,368.50,358.00
292,?,?,?,?,?,?,?,?,?,?,?,358.00,?
293,?,?,?,?,?,?,?,?,?,?,?,?,?
294,2716.84,2554.61,1183.23,53853.55,4094.35,3873.43,8421.58,54903.39,54154379.50,612379.50,20329.25,?,379.50
295,2711.02,2544.45,1179.93,53781.81,4085.59,3858.04,8324.12,54818.06,66652374.20,1180374.20,25149.42,379.50,374.20
296,2690.21,2523.32,1168.29,53389.74,4054.22,3825.99,8228.03,54433.41,69670373.00,626373.00,25975.18,374.20,373.00
297,2718.20,2551.43,1183.43,53994.46,4096.41,3868.61,8334.63,55063.75,153428374.55,1296374.55,58693.50,373.00,374.55
298,2701.30,2537.62,1179.30,53887.13,4070.93,3847.68,8342.60,55023.42,167526380.00,879380.00,63477.95,374.55,380.00
299,?,?,?,?,?,?,?,?,?,?,?,380.00,?
300,?,?,?,?,?,?,?,?,?,?,?,?,?
301,2714.03,2557.77,1192.58,54180.04,4090.12,3878.23,8437.32,55362.19,67836386.05,445386.05,26156.09,?,386.05
302,2729.38,2574.60,1198.39,54536.95,4113.25,3903.74,8489.31,55688.45,61087385.00,489385.00,23547.67,386.05,385.00
303,2706.26,2553.51,1190.55,54095.32,4078.41,3871.77,8375.95,55240.01,127771374.00,1370374.00,48184.79,385.00,374.00
304,2676.12,2528.97,1179.94,53607.86,4032.99,3834.56,8327.62,54734.18,31967375.00,431375.00,11922.76,374.00,375.00
305,?,?,?,?,?,?,?,?,?,?,?,375.00,?
306,?,?,?,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?,?,?,?
308,2695.89,2548.15,1187.46,53989.37,4062.79,3863.63,8356.61,55121.60,50661,720,19381.03,?,386.00
309,2669.72,2521.41,1170.73,53504.47,4023.35,3823.09,8263.97,54600.05,98098,1010,37431.79,386.00,375.20
310,2693.97,2546.67,1181.53,53924.01,4059.89,3861.40,8345.41,55035.36,18565,252,6940.56,375.20,373.30
340,2274.83041930165,2188.8059760505303,940.5391915423164,45857.110734846676,3384.910015005461,3256.6436393116282,7243.294026440237,47106.0108522239,?,?,?,?,?,? 
370,2265.0072733966595,2186.385367626361,941.0590531479316,46189.882480874876,3385.417572068476,3242.0371694635364,7317.988224569833,47398.32393415799,?,?,?,?,?,? 
400,2255.1841274916687,2183.964759202192,941.578914753547,46522.654226903076,3385.9251291314913,3227.4306996154446,7392.68242269943,47690.63701609208,?,?,?,?,?,? 
490,2225.714689776696,2176.7029339296846,943.1384995703929,47520.969464987684,3387.4478003205377,3183.611290071169,7616.765017088219,48567.57626189435,?,?,?,?,?,? 
670,2166.775814346752,2162.1792833846703,946.2576692040852,49517.5999411569,3390.493142698631,3095.9724709826187,8064.9302058657995,50321.45475349891,?,?,?,?,?,? 
